geoid,geoid20,year,denom_renters,med_gross_rent,med_gross_rent_adj
1400000US06037265524,6037265524,2011,917,1887,2274
1400000US06037265601,6037265601,2011,705,1845,2223
1400000US06037265602,6037265602,2011,587,2000,2410
1400000US06037265701,6037265701,2011,890,1977,2382
1400000US06037265702,6037265702,2011,389,1977,2382
1400000US06037267101,6037267101,2011,588,1680,2024
1400000US06037267102,6037267102,2011,752,1680,2024
1400000US06037267201,6037267201,2011,911,1542,1858
1400000US06037267202,6037267202,2011,875,1542,1858
1400000US06037267300,6037267300,2011,1723,1199,1445
1400000US06037267403,6037267403,2011,1408,1504,1812
1400000US06037267404,6037267404,2011,1527,1812,2183
1400000US06037267405,6037267405,2011,936,1477,1780
1400000US06037267406,6037267406,2011,943,1477,1780
1400000US06037267502,6037267502,2011,1196,1513,1823
1400000US06037267503,6037267503,2011,890,1351,1628
1400000US06037267504,6037267504,2011,1154,1351,1628
1400000US06037267600,6037267600,2011,736,1351,1628
1400000US06037267700,6037267700,2011,1172,1574,1897
1400000US06037267800,6037267800,2011,354,1473,1775
1400000US06037267901,6037267901,2011,354,2000,2410
1400000US06037267902,6037267902,2011,782,1965,2368
1400000US06037269000,6037269000,2011,955,1675,2018
1400000US06037269100,6037269100,2011,1162,1666,2007
1400000US06037269300,6037269300,2011,252,1568,1889
1400000US06037269500,6037269500,2011,34,2000,2410
1400000US06037269601,6037269601,2011,904,1266,1526
1400000US06037269602,6037269602,2011,935,1370,1651
1400000US06037269700,6037269700,2011,923,1298,1564
1400000US06037269800,6037269800,2011,1288,1329,1601
1400000US06037269903,6037269903,2011,1843,1284,1547
1400000US06037269905,6037269905,2011,1211,1328,1600
1400000US06037269906,6037269906,2011,1422,1472,1774
1400000US06037269907,6037269907,2011,1200,1289,1553
1400000US06037269908,6037269908,2011,988,1205,1452
1400000US06037269909,6037269909,2011,1002,1205,1452
1400000US06037270101,6037270101,2011,1419,1314,1583
1400000US06037270102,6037270102,2011,744,1314,1583
1400000US06037270200,6037270200,2011,817,1170,1410
1400000US06037270300,6037270300,2011,358,1181,1423
1400000US06037271100,6037271100,2011,438,1867,2250
1400000US06037271200,6037271200,2011,894,1429,1722
1400000US06037271300,6037271300,2011,861,1500,1807
1400000US06037271400,6037271400,2011,104,2000,2410
1400000US06037271500,6037271500,2011,635,1443,1739
1400000US06037271600,6037271600,2011,1350,1456,1754
1400000US06037271702,6037271702,2011,1428,1412,1701
1400000US06037271703,6037271703,2011,995,1428,1721
1400000US06037271704,6037271704,2011,1194,1428,1721
1400000US06037271801,6037271801,2011,1446,1379,1662
1400000US06037271803,6037271803,2011,952,1385,1669
1400000US06037271804,6037271804,2011,1452,1385,1669
1400000US06037271901,6037271901,2011,902,1548,1865
1400000US06037271902,6037271902,2011,1227,1155,1392
1400000US06037272100,6037272100,2011,573,1198,1444
1400000US06037272201,6037272201,2011,919,1120,1350
1400000US06037272202,6037272202,2011,1248,1235,1488
1400000US06037272301,6037272301,2011,727,1363,1642
1400000US06037272302,6037272302,2011,1645,1193,1438
1400000US06037273100,6037273100,2011,247,2000,2410
1400000US06037273200,6037273200,2011,1101,1430,1723
1400000US06037273300,6037273300,2011,1158,1461,1760
1400000US06037273403,6037273403,2011,1105,1339,1613
1400000US06037273404,6037273404,2011,600,1339,1613
1400000US06037273502,6037273502,2011,1487,1356,1634
1400000US06037273600,6037273600,2011,529,1820,2193
1400000US06037273700,6037273700,2011,497,1515,1826
1400000US06037273800,6037273800,2011,1049,1564,1885
1400000US06037273902,6037273902,2011,1396,1910,2302
1400000US06037274100,6037274100,2011,1367,2000,2410
1400000US06037274202,6037274202,2011,1010,1973,2377
1400000US06037275101,6037275101,2011,289,1667,2009
1400000US06037275102,6037275102,2011,943,1143,1377
1400000US06037275200,6037275200,2011,1224,1181,1423
1400000US06037275311,6037275311,2011,1045,1251,1507
1400000US06037275312,6037275312,2011,396,2000,2410
1400000US06037275313,6037275313,2011,471,2000,2410
1400000US06037275400,6037275400,2011,589,2000,2410
1400000US06037275500,6037275500,2011,1127,674,812
1400000US06037275603,6037275603,2011,598,1114,1342
1400000US06037275604,6037275604,2011,1207,1986,2393
1400000US06037275605,6037275605,2011,812,1986,2393
1400000US06037276000,6037276000,2011,441,2000,2410
1400000US06037276101,6037276101,2011,873,1687,2033
1400000US06037276102,6037276102,2011,1755,1687,2033
1400000US06037276400,6037276400,2011,196,2000,2410
1400000US06037276500,6037276500,2011,180,1143,1377
1400000US06037276601,6037276601,2011,534,1672,2015
1400000US06037276605,6037276605,2011,928,1810,2181
1400000US06037276606,6037276606,2011,847,1810,2181
1400000US06037276607,6037276607,2011,765,1584,1909
1400000US06037276608,6037276608,2011,577,1584,1909
1400000US06037277000,6037277000,2011,315,2000,2410
1400000US06037277100,6037277100,2011,164,1892,2280
1400000US06037277200,6037277200,2011,978,1327,1599
1400000US06037277400,6037277400,2011,600,1214,1463
1400000US06037278001,6037278001,2011,537,1317,1587
1400000US06037278102,6037278102,2011,847,2000,2410
1400000US06037291110,6037291110,2011,770,895,1078
1400000US06037291120,6037291120,2011,458,900,1084
1400000US06037291130,6037291130,2011,182,1086,1309
1400000US06037291210,6037291210,2011,826,1044,1258
1400000US06037291220,6037291220,2011,584,923,1112
1400000US06037291300,6037291300,2011,208,1188,1432
1400000US06037292001,6037292001,2011,1119,1195,1440
1400000US06037292002,6037292002,2011,148,1195,1440
1400000US06037293203,6037293203,2011,575,1024,1234
1400000US06037293204,6037293204,2011,747,1024,1234
1400000US06037293205,6037293205,2011,877,960,1157
1400000US06037293206,6037293206,2011,575,960,1157
1400000US06037293301,6037293301,2011,263,1183,1425
1400000US06037293302,6037293302,2011,497,1195,1440
1400000US06037293304,6037293304,2011,1024,995,1199
1400000US06037293306,6037293306,2011,204,1019,1228
1400000US06037293307,6037293307,2011,567,1098,1323
1400000US06037294110,6037294110,2011,295,1026,1236
1400000US06037294120,6037294120,2011,321,1194,1439
1400000US06037294200,6037294200,2011,475,969,1168
1400000US06037294301,6037294301,2011,163,1125,1356
1400000US06037294302,6037294302,2011,758,975,1175
1400000US06037294410,6037294410,2011,930,1356,1634
1400000US06037294421,6037294421,2011,690,961,1158
1400000US06037294510,6037294510,2011,597,932,1123
1400000US06037294520,6037294520,2011,688,874,1053
1400000US06037294610,6037294610,2011,837,904,1089
1400000US06037294620,6037294620,2011,608,1048,1263
1400000US06037294701,6037294701,2011,687,775,934
1400000US06037294810,6037294810,2011,803,987,1189
1400000US06037294820,6037294820,2011,740,882,1063
1400000US06037294830,6037294830,2011,781,785,946
1400000US06037294900,6037294900,2011,341,1045,1259
1400000US06037295103,6037295103,2011,385,2000,2410
1400000US06037296210,6037296210,2011,818,821,989
1400000US06037296220,6037296220,2011,1222,569,686
1400000US06037296300,6037296300,2011,662,1391,1676
1400000US06037296401,6037296401,2011,104,1093,1317
1400000US06037296402,6037296402,2011,353,1323,1594
1400000US06037296500,6037296500,2011,816,1062,1280
1400000US06037296600,6037296600,2011,1442,985,1187
1400000US06037296901,6037296901,2011,1224,934,1125
1400000US06037296902,6037296902,2011,1222,1150,1386
1400000US06037297001,6037297001,2011,545,1245,1500
1400000US06037297002,6037297002,2011,610,1245,1500
1400000US06037297110,6037297110,2011,1166,957,1153
1400000US06037297120,6037297120,2011,912,964,1162
1400000US06037297201,6037297201,2011,853,897,1081
1400000US06037297202,6037297202,2011,905,1128,1359
1400000US06037297300,6037297300,2011,441,1557,1876
1400000US06037297400,6037297400,2011,149,2000,2410
1400000US06037297501,6037297501,2011,396,1450,1747
1400000US06037297502,6037297502,2011,359,1450,1747
1400000US06037297601,6037297601,2011,1010,1430,1723
1400000US06037297602,6037297602,2011,1049,1284,1547
1400000US06037300100,6037300100,2011,183,1794,2162
1400000US06037300200,6037300200,2011,542,1489,1795
1400000US06037300301,6037300301,2011,272,1957,2358
1400000US06037300400,6037300400,2011,503,1470,1771
1400000US06037300501,6037300501,2011,511,1523,1835
1400000US06037300503,6037300503,2011,1063,1286,1550
1400000US06037300601,6037300601,2011,471,1496,1803
1400000US06037300602,6037300602,2011,1007,1495,1801
1400000US06037300701,6037300701,2011,275,1855,2235
1400000US06037300702,6037300702,2011,59,492,593
1400000US06037300800,6037300800,2011,1137,1386,1670
1400000US06037300901,6037300901,2011,262,1461,1760
1400000US06037300902,6037300902,2011,47,1826,2200
1400000US06037301000,6037301000,2011,1185,1232,1485
1400000US06037301100,6037301100,2011,1485,1463,1763
1400000US06037301203,6037301203,2011,1121,1361,1640
1400000US06037301204,6037301204,2011,1828,1538,1853
1400000US06037301205,6037301205,2011,141,1535,1850
1400000US06037301206,6037301206,2011,1102,1621,1953
1400000US06037301300,6037301300,2011,16,1417,1707
1400000US06037301400,6037301400,2011,104,1338,1612
1400000US06037301501,6037301501,2011,151,1328,1600
1400000US06037301502,6037301502,2011,2332,1392,1678
1400000US06037301601,6037301601,2011,2052,1236,1489
1400000US06037301602,6037301602,2011,956,1037,1250
1400000US06037301701,6037301701,2011,451,938,1130
1400000US06037301702,6037301702,2011,1419,1195,1440
1400000US06037301801,6037301801,2011,1273,1154,1391
1400000US06037301802,6037301802,2011,904,1285,1548
1400000US06037301901,6037301901,2011,833,1392,1677
1400000US06037301902,6037301902,2011,1157,1392,1677
1400000US06037302002,6037302002,2011,1157,1232,1485
1400000US06037302003,6037302003,2011,1123,1290,1554
1400000US06037302004,6037302004,2011,1497,1164,1403
1400000US06037302102,6037302102,2011,1652,1166,1405
1400000US06037302103,6037302103,2011,1520,1290,1554
1400000US06037302104,6037302104,2011,1304,1183,1425
1400000US06037302201,6037302201,2011,1395,1045,1259
1400000US06037302202,6037302202,2011,1483,1210,1458
1400000US06037302301,6037302301,2011,990,1409,1698
1400000US06037302302,6037302302,2011,1630,1134,1366
1400000US06037302401,6037302401,2011,1964,1002,1207
1400000US06037302503,6037302503,2011,1328,1200,1446
1400000US06037302504,6037302504,2011,1270,1105,1332
1400000US06037302505,6037302505,2011,1196,1146,1381
1400000US06037302506,6037302506,2011,857,1299,1565
1400000US06037310100,6037310100,2011,198,2000,2410
1400000US06037310201,6037310201,2011,1040,1481,1785
1400000US06037310202,6037310202,2011,1101,1472,1774
1400000US06037310300,6037310300,2011,148,1763,2124
1400000US06037310400,6037310400,2011,533,1129,1360
1400000US06037310501,6037310501,2011,861,1183,1425
1400000US06037310601,6037310601,2011,1628,1238,1492
1400000US06037310602,6037310602,2011,733,1447,1744
1400000US06037310701,6037310701,2011,982,1259,1517
1400000US06037310703,6037310703,2011,1849,1305,1572
1400000US06037310704,6037310704,2011,1331,1326,1598
1400000US06037310705,6037310705,2011,1497,1326,1598
1400000US06037310800,6037310800,2011,818,1159,1397
1400000US06037310900,6037310900,2011,695,1395,1681
1400000US06037311000,6037311000,2011,589,1125,1356
1400000US06037311100,6037311100,2011,445,1215,1464
1400000US06037311200,6037311200,2011,462,1239,1493
1400000US06037311300,6037311300,2011,419,1173,1413
1400000US06037311400,6037311400,2011,460,1635,1970
1400000US06037311500,6037311500,2011,1262,1266,1526
1400000US06037311601,6037311601,2011,1560,1543,1859
1400000US06037311602,6037311602,2011,1016,1543,1859
1400000US06037311700,6037311700,2011,1063,1360,1639
1400000US06037311801,6037311801,2011,1093,1262,1521
1400000US06037311802,6037311802,2011,1226,1206,1453
1400000US06037320101,6037320101,2011,199,1525,1838
1400000US06037320102,6037320102,2011,357,1525,1838
1400000US06037320201,6037320201,2011,796,984,1186
1400000US06037320202,6037320202,2011,590,1377,1659
1400000US06037320300,6037320300,2011,921,1043,1257
1400000US06037400205,6037400205,2011,89,1937,2334
1400000US06037400206,6037400206,2011,99,1477,1780
1400000US06037400207,6037400207,2011,63,1778,2142
1400000US06037400208,6037400208,2011,4,1860,2241
1400000US06037400209,6037400209,2011,32,1860,2241
1400000US06037400304,6037400304,2011,1233,1362,1641
1400000US06037400402,6037400402,2011,306,1300,1566
1400000US06037400403,6037400403,2011,393,1548,1865
1400000US06037400404,6037400404,2011,148,2000,2410
1400000US06037400501,6037400501,2011,99,1616,1948
1400000US06037400602,6037400602,2011,649,1118,1347
1400000US06037400603,6037400603,2011,562,1335,1609
1400000US06037400605,6037400605,2011,327,1343,1618
1400000US06037400801,6037400801,2011,646,1538,1854
1400000US06037401001,6037401001,2011,96,1013,1221
1400000US06037401002,6037401002,2011,788,1121,1351
1400000US06037401101,6037401101,2011,1079,1234,1487
1400000US06037401102,6037401102,2011,611,1363,1642
1400000US06037401201,6037401201,2011,263,1450,1747
1400000US06037401202,6037401202,2011,149,1768,2130
1400000US06037401203,6037401203,2011,358,1481,1785
1400000US06037401303,6037401303,2011,95,2000,2410
1400000US06037401304,6037401304,2011,256,1632,1967
1400000US06037401311,6037401311,2011,979,1535,1850
1400000US06037401312,6037401312,2011,154,1125,1356
1400000US06037401500,6037401500,2011,497,1028,1238
1400000US06037401601,6037401601,2011,398,1549,1867
1400000US06037401602,6037401602,2011,859,1220,1470
1400000US06037401705,6037401705,2011,263,1000,1205
1400000US06037401706,6037401706,2011,830,1202,1448
1400000US06037401707,6037401707,2011,1067,1142,1377
1400000US06037401801,6037401801,2011,422,1301,1568
1400000US06037401802,6037401802,2011,291,1301,1568
1400000US06037401901,6037401901,2011,155,1000,1205
1400000US06037401902,6037401902,2011,1545,1279,1541
1400000US06037402001,6037402001,2011,574,1106,1333
1400000US06037402002,6037402002,2011,695,913,1100
1400000US06037402101,6037402101,2011,228,1455,1753
1400000US06037402102,6037402102,2011,413,1501,1809
1400000US06037402200,6037402200,2011,591,985,1187
1400000US06037402301,6037402301,2011,574,1142,1376
1400000US06037402303,6037402303,2011,733,850,1024
1400000US06037402304,6037402304,2011,776,832,1003
1400000US06037402403,6037402403,2011,199,961,1158
1400000US06037402405,6037402405,2011,125,1609,1939
1400000US06037402406,6037402406,2011,470,1106,1333
1400000US06037402501,6037402501,2011,879,1016,1224
1400000US06037402503,6037402503,2011,704,1122,1352
1400000US06037402504,6037402504,2011,484,1122,1352
1400000US06037402601,6037402601,2011,621,973,1172
1400000US06037402602,6037402602,2011,748,973,1172
1400000US06037402702,6037402702,2011,1085,942,1135
1400000US06037402703,6037402703,2011,399,1181,1423
1400000US06037402705,6037402705,2011,112,1459,1758
1400000US06037402706,6037402706,2011,269,1676,2020
1400000US06037402801,6037402801,2011,695,1025,1235
1400000US06037402803,6037402803,2011,430,1036,1248
1400000US06037402804,6037402804,2011,661,1080,1301
1400000US06037402902,6037402902,2011,719,1052,1268
1400000US06037402903,6037402903,2011,430,1190,1434
1400000US06037402904,6037402904,2011,135,1392,1677
1400000US06037403000,6037403000,2011,639,1026,1236
1400000US06037403305,6037403305,2011,108,1808,2179
1400000US06037403316,6037403316,2011,499,1438,1733
1400000US06037403317,6037403317,2011,208,1803,2172
1400000US06037403318,6037403318,2011,226,1529,1842
1400000US06037403319,6037403319,2011,399,1588,1914
1400000US06037403320,6037403320,2011,277,1879,2264
1400000US06037403321,6037403321,2011,233,1687,2033
1400000US06037403323,6037403323,2011,232,1992,2401
1400000US06037403324,6037403324,2011,333,1768,2130
1400000US06037403325,6037403325,2011,296,1954,2355
1400000US06037403326,6037403326,2011,44,2000,2410
1400000US06037403327,6037403327,2011,354,1736,2091
1400000US06037403328,6037403328,2011,322,1824,2198
1400000US06037403401,6037403401,2011,179,2000,2410
1400000US06037403402,6037403402,2011,105,2000,2410
1400000US06037403404,6037403404,2011,45,2000,2410
1400000US06037403407,6037403407,2011,27,2000,2410
1400000US06037403408,6037403408,2011,168,2000,2410
1400000US06037403409,6037403409,2011,276,1653,1992
1400000US06037403500,6037403500,2011,212,2000,2410
1400000US06037403601,6037403601,2011,614,1502,1810
1400000US06037403702,6037403702,2011,161,2000,2410
1400000US06037403703,6037403703,2011,131,1956,2357
1400000US06037403721,6037403721,2011,479,1188,1432
1400000US06037403722,6037403722,2011,925,1153,1389
1400000US06037403801,6037403801,2011,641,1336,1610
1400000US06037403802,6037403802,2011,632,1318,1588
1400000US06037403901,6037403901,2011,248,1744,2101
1400000US06037403902,6037403902,2011,429,1326,1598
1400000US06037404000,6037404000,2011,451,1373,1654
1400000US06037404100,6037404100,2011,313,1358,1636
1400000US06037404201,6037404201,2011,522,1067,1286
1400000US06037404203,6037404203,2011,529,1151,1387
1400000US06037404301,6037404301,2011,993,1153,1389
1400000US06037404302,6037404302,2011,207,1219,1469
1400000US06037404401,6037404401,2011,419,1185,1428
1400000US06037404402,6037404402,2011,455,1397,1683
1400000US06037404501,6037404501,2011,200,1167,1406
1400000US06037404503,6037404503,2011,179,1582,1906
1400000US06037404504,6037404504,2011,775,1083,1305
1400000US06037404600,6037404600,2011,130,1121,1350
1400000US06037404701,6037404701,2011,376,1032,1244
1400000US06037404702,6037404702,2011,592,1328,1600
1400000US06037404703,6037404703,2011,355,1128,1359
1400000US06037404804,6037404804,2011,554,1123,1353
1400000US06037404805,6037404805,2011,263,1123,1353
1400000US06037404806,6037404806,2011,627,1237,1490
1400000US06037404901,6037404901,2011,508,1459,1758
1400000US06037404902,6037404902,2011,140,1109,1336
1400000US06037404903,6037404903,2011,160,1034,1246
1400000US06037405001,6037405001,2011,255,1313,1582
1400000US06037405002,6037405002,2011,222,1196,1441
1400000US06037405101,6037405101,2011,332,1414,1704
1400000US06037405102,6037405102,2011,706,1149,1385
1400000US06037405201,6037405201,2011,506,1141,1375
1400000US06037405202,6037405202,2011,423,874,1053
1400000US06037405203,6037405203,2011,281,1287,1551
1400000US06037405301,6037405301,2011,704,1102,1328
1400000US06037405302,6037405302,2011,423,1256,1513
1400000US06037405400,6037405400,2011,170,1793,2161
1400000US06037405500,6037405500,2011,592,1184,1427
1400000US06037405600,6037405600,2011,359,875,1054
1400000US06037405701,6037405701,2011,479,1269,1529
1400000US06037405702,6037405702,2011,387,1197,1442
1400000US06037405800,6037405800,2011,503,1409,1698
1400000US06037405900,6037405900,2011,372,1523,1835
1400000US06037406000,6037406000,2011,404,1497,1804
1400000US06037406101,6037406101,2011,565,1110,1338
1400000US06037406103,6037406103,2011,1896,1099,1324
1400000US06037406201,6037406201,2011,438,1025,1235
1400000US06037406300,6037406300,2011,603,1349,1626
1400000US06037406413,6037406413,2011,407,1349,1625
1400000US06037406500,6037406500,2011,892,1206,1453
1400000US06037406601,6037406601,2011,293,1732,2087
1400000US06037406602,6037406602,2011,344,1407,1695
1400000US06037406701,6037406701,2011,396,1344,1619
1400000US06037406702,6037406702,2011,656,1375,1657
1400000US06037406801,6037406801,2011,218,1436,1730
1400000US06037406903,6037406903,2011,648,1011,1218
1400000US06037407001,6037407001,2011,194,1138,1371
1400000US06037407002,6037407002,2011,188,1789,2155
1400000US06037407101,6037407101,2011,388,1188,1432
1400000US06037407102,6037407102,2011,465,1185,1428
1400000US06037407201,6037407201,2011,177,1251,1507
1400000US06037407202,6037407202,2011,222,1251,1507
1400000US06037407301,6037407301,2011,177,1258,1516
1400000US06037407302,6037407302,2011,200,1814,2186
1400000US06037407400,6037407400,2011,68,938,1130
1400000US06037407501,6037407501,2011,391,1368,1648
1400000US06037407502,6037407502,2011,328,1096,1321
1400000US06037407601,6037407601,2011,801,994,1198
1400000US06037407602,6037407602,2011,286,1245,1500
1400000US06037407701,6037407701,2011,678,1033,1245
1400000US06037407702,6037407702,2011,470,1314,1583
1400000US06037407801,6037407801,2011,179,1553,1871
1400000US06037407802,6037407802,2011,193,1496,1803
1400000US06037407901,6037407901,2011,164,1184,1427
1400000US06037407902,6037407902,2011,76,1184,1427
1400000US06037408003,6037408003,2011,199,1581,1905
1400000US06037408004,6037408004,2011,326,1465,1765
1400000US06037408005,6037408005,2011,332,1494,1800
1400000US06037408006,6037408006,2011,640,1402,1689
1400000US06037408133,6037408133,2011,803,1404,1692
1400000US06037408134,6037408134,2011,79,1579,1903
1400000US06037408135,6037408135,2011,552,1669,2011
1400000US06037408136,6037408136,2011,182,1457,1756
1400000US06037408137,6037408137,2011,666,1387,1671
1400000US06037408138,6037408138,2011,362,1024,1234
1400000US06037408139,6037408139,2011,96,1241,1495
1400000US06037408140,6037408140,2011,179,1604,1933
1400000US06037408141,6037408141,2011,314,1382,1665
1400000US06037408212,6037408212,2011,287,1355,1633
1400000US06037408213,6037408213,2011,162,1283,1546
1400000US06037408301,6037408301,2011,355,1352,1629
1400000US06037408302,6037408302,2011,208,1815,2187
1400000US06037408303,6037408303,2011,160,1433,1726
1400000US06037408401,6037408401,2011,332,1077,1298
1400000US06037408402,6037408402,2011,145,1046,1260
1400000US06037408503,6037408503,2011,161,1704,2053
1400000US06037408504,6037408504,2011,459,1549,1867
1400000US06037408505,6037408505,2011,108,1912,2304
1400000US06037408623,6037408623,2011,281,1829,2204
1400000US06037408624,6037408624,2011,103,2000,2410
1400000US06037408625,6037408625,2011,227,2000,2410
1400000US06037408626,6037408626,2011,720,1562,1882
1400000US06037408627,6037408627,2011,163,1898,2287
1400000US06037408628,6037408628,2011,494,1159,1397
1400000US06037408629,6037408629,2011,95,2000,2410
1400000US06037408631,6037408631,2011,218,1820,2193
1400000US06037408703,6037408703,2011,161,2000,2410
1400000US06037408705,6037408705,2011,453,1463,1763
1400000US06037408707,6037408707,2011,165,2000,2410
1400000US06037408722,6037408722,2011,147,1917,2310
1400000US06037408724,6037408724,2011,1412,1226,1477
1400000US06037408725,6037408725,2011,625,1206,1453
1400000US06037408800,6037408800,2011,1020,947,1141
1400000US06037408900,6037408900,2011,703,1440,1735
1400000US06037409000,6037409000,2011,886,1367,1647
1400000US06037409100,6037409100,2011,461,1208,1456
1400000US06037430003,6037430003,2011,67,1370,1651
1400000US06037430004,6037430004,2011,364,1369,1650
1400000US06037430005,6037430005,2011,339,1369,1650
1400000US06037430101,6037430101,2011,1023,934,1125
1400000US06037430102,6037430102,2011,374,1157,1394
1400000US06037430200,6037430200,2011,64,2000,2410
1400000US06037430301,6037430301,2011,229,1645,1982
1400000US06037430302,6037430302,2011,853,1311,1580
1400000US06037430400,6037430400,2011,233,1780,2145
1400000US06037430501,6037430501,2011,403,1413,1703
1400000US06037430502,6037430502,2011,1351,1457,1756
1400000US06037430600,6037430600,2011,154,2000,2410
1400000US06037430701,6037430701,2011,677,1168,1407
1400000US06037430721,6037430721,2011,476,1610,1940
1400000US06037430723,6037430723,2011,1141,1369,1650
1400000US06037430724,6037430724,2011,1463,1446,1742
1400000US06037430801,6037430801,2011,1443,1371,1652
1400000US06037430802,6037430802,2011,353,1369,1650
1400000US06037430803,6037430803,2011,297,1304,1571
1400000US06037430901,6037430901,2011,1079,1321,1592
1400000US06037430902,6037430902,2011,928,1346,1621
1400000US06037431002,6037431002,2011,499,1205,1452
1400000US06037431003,6037431003,2011,904,1262,1521
1400000US06037431004,6037431004,2011,959,1262,1521
1400000US06037431100,6037431100,2011,1251,1123,1353
1400000US06037431200,6037431200,2011,353,1245,1500
1400000US06037431300,6037431300,2011,200,1758,2118
1400000US06037431400,6037431400,2011,154,1725,2079
1400000US06037431501,6037431501,2011,634,1415,1705
1400000US06037431502,6037431502,2011,394,1227,1479
1400000US06037431600,6037431600,2011,282,848,1022
1400000US06037431701,6037431701,2011,549,1288,1552
1400000US06037431800,6037431800,2011,646,1554,1873
1400000US06037431900,6037431900,2011,601,985,1187
1400000US06037432001,6037432001,2011,291,1328,1600
1400000US06037432002,6037432002,2011,602,1328,1600
1400000US06037432101,6037432101,2011,323,1556,1875
1400000US06037432102,6037432102,2011,388,1942,2340
1400000US06037432201,6037432201,2011,579,1227,1478
1400000US06037432202,6037432202,2011,531,1175,1416
1400000US06037432300,6037432300,2011,353,1402,1689
1400000US06037432401,6037432401,2011,545,1171,1410
1400000US06037432402,6037432402,2011,1189,1089,1312
1400000US06037432501,6037432501,2011,274,1227,1479
1400000US06037432502,6037432502,2011,445,1229,1481
1400000US06037432601,6037432601,2011,858,1130,1362
1400000US06037432602,6037432602,2011,432,1350,1627
1400000US06037432700,6037432700,2011,583,1140,1374
1400000US06037432801,6037432801,2011,631,819,987
1400000US06037432802,6037432802,2011,1192,1023,1233
1400000US06037432901,6037432901,2011,602,1166,1405
1400000US06037432902,6037432902,2011,216,1044,1258
1400000US06037433103,6037433103,2011,966,1008,1215
1400000US06037433200,6037433200,2011,838,985,1186
1400000US06037433302,6037433302,2011,235,982,1183
1400000US06037433304,6037433304,2011,965,939,1131
1400000US06037433305,6037433305,2011,774,1074,1294
1400000US06037433306,6037433306,2011,457,1173,1413
1400000US06037433307,6037433307,2011,315,1268,1528
1400000US06037433402,6037433402,2011,763,975,1175
1400000US06037433403,6037433403,2011,941,947,1141
1400000US06037433505,6037433505,2011,666,1135,1368
1400000US06037433506,6037433506,2011,824,970,1169
1400000US06037433601,6037433601,2011,558,1137,1370
1400000US06037433602,6037433602,2011,437,929,1119
1400000US06037433803,6037433803,2011,22,1371,1652
1400000US06037433804,6037433804,2011,826,1019,1227
1400000US06037433901,6037433901,2011,979,987,1189
1400000US06037433903,6037433903,2011,516,1010,1217
1400000US06037434001,6037434001,2011,438,1245,1500
1400000US06037434003,6037434003,2011,657,1056,1272
1400000US06037434004,6037434004,2011,162,1036,1248
1400000US06037434100,6037434100,2011,610,1242,1497
1400000US06037460001,6037460001,2011,187,1815,2187
1400000US06037460002,6037460002,2011,57,1815,2187
1400000US06037460101,6037460101,2011,248,1305,1572
1400000US06037460200,6037460200,2011,550,1432,1726
1400000US06037460301,6037460301,2011,184,1798,2167
1400000US06037460302,6037460302,2011,222,1609,1939
1400000US06037460401,6037460401,2011,66,1463,1763
1400000US06037460501,6037460501,2011,128,2000,2410
1400000US06037460502,6037460502,2011,72,897,1081
1400000US06037460601,6037460601,2011,754,1466,1766
1400000US06037460700,6037460700,2011,68,2000,2410
1400000US06037460800,6037460800,2011,36,2000,2410
1400000US06037460900,6037460900,2011,782,1160,1398
1400000US06037461000,6037461000,2011,572,1231,1483
1400000US06037461100,6037461100,2011,670,1150,1386
1400000US06037461200,6037461200,2011,266,2000,2410
1400000US06037461300,6037461300,2011,1051,1215,1464
1400000US06037461400,6037461400,2011,834,1372,1653
1400000US06037461501,6037461501,2011,500,1170,1410
1400000US06037461502,6037461502,2011,995,1248,1504
1400000US06037461600,6037461600,2011,898,826,995
1400000US06037461700,6037461700,2011,15,1531,1845
1400000US06037461901,6037461901,2011,1285,1181,1423
1400000US06037461902,6037461902,2011,929,1622,1954
1400000US06037462001,6037462001,2011,876,1188,1432
1400000US06037462002,6037462002,2011,873,881,1062
1400000US06037462100,6037462100,2011,1090,1047,1262
1400000US06037462201,6037462201,2011,1629,1028,1239
1400000US06037462202,6037462202,2011,1292,1771,2134
1400000US06037462301,6037462301,2011,1482,1305,1572
1400000US06037462302,6037462302,2011,1122,1572,1894
1400000US06037462400,6037462400,2011,619,1160,1398
1400000US06037462500,6037462500,2011,744,1380,1663
1400000US06037462600,6037462600,2011,146,1688,2034
1400000US06037462700,6037462700,2011,1224,1174,1415
1400000US06037462800,6037462800,2011,586,1380,1663
1400000US06037462900,6037462900,2011,254,1356,1634
1400000US06037463000,6037463000,2011,241,1810,2181
1400000US06037463103,6037463103,2011,563,1295,1561
1400000US06037463200,6037463200,2011,553,1243,1498
1400000US06037463300,6037463300,2011,351,1227,1479
1400000US06037463400,6037463400,2011,1601,1441,1736
1400000US06037463500,6037463500,2011,1732,1415,1705
1400000US06037463601,6037463601,2011,2715,1611,1941
1400000US06037463602,6037463602,2011,2521,1535,1850
1400000US06037463700,6037463700,2011,323,1670,2012
1400000US06037463800,6037463800,2011,134,1983,2389
1400000US06037463900,6037463900,2011,580,1439,1734
1400000US06037464000,6037464000,2011,1124,1402,1689
1400000US06037464101,6037464101,2011,73,1921,2315
1400000US06037464102,6037464102,2011,71,1921,2315
1400000US06037464200,6037464200,2011,198,2000,2410
1400000US06037480002,6037480002,2011,149,2000,2410
